godzina,id
14,2000522
14,2000523
15,2000536
14,2000524
15,2000537
7,2039749
13,2039842
7,2039772
11,2039798
12,2094910
14,2094994
5,2095014
6,2095022
11,2039799
12,2039824
13,2039857
13,2039846
11,2039777
12,2039819
12,2094870
11,2039784
10,2042963
22,2039743
12,2094874
10,2045738
10,2039360
9,2048545
13,2045770
9,2048552
10,2039362
10,2045754
7,2039771
10,2039374
21,28566
9,2048541
9,2048556
14,2000590
14,2000589
11,2042984
14,2009055
12,2094912
17,2000551
13,2094926
17,2000548
17,2000553
20,4461
18,2000561
18,2000559
12,2094872
18,2000565
7,2000617
18,22850
23,9637
11,2042995
11,36319
12,2094909
0,28486
6,23660
10,2045752
9,725
16,3623
9,1106
9,2048547
17,9930
12,2094900
18,8017
14,2094966
14,2094999
23,5239
14,20630
11,2045923
14,2094983
14,2095004
11,2045928
14,2095006
8,24141
15,956
14,5844
15,36277
8,12114
9,2012370
14,15767
15,1341
5,2095013
20,3661
9,2048554
11,2042971
11,2042983
13,2045780
9,2048565
12,2048584
10,2048568
11,2039388
10,2039361
11,2042965
13,2045766
8,2051991
9,2001411
13,2000203
12,2094889
12,2094901
12,2094917
14,2000205
11,2000199
8,2051992
14,2000206
10,2000198
11,2039390
12,2094890
12,2000202
9,2001408
12,2094916
10,2001476
12,2094892
7,2039770
13,2039871
11,2039785
13,2039860
11,2042985
12,2039817
13,2043000
7,2039763
10,2039379
11,23385
11,23381
13,2045785
12,2042998
12,2042999
13,2045789
8,2051994
12,2094908
10,2048573
8,2051995
15,2000227
14,2000226
10,53931
13,48101
18,43208
14,48157
12,52319
18,33379
8,2052000
8,2051997
12,2048583
8,2052001
11,2048578
11,2048579
12,2048585
8,2052017
10,2048574
12,2048589
8,2051996
10,2039381
7,2039765
14,2043002
11,2039386
13,2045805
12,2094911
14,2043003
11,2039389
15,25035
19,25086
16,25041
9,2000231
9,2000232
11,2000233
12,52315
9,2000230
11,2039775
11,2048576
14,2043031
13,2045791
12,55146
13,55184
14,2043033
14,2043017
14,2043020
13,2045797
8,2051999
10,2043045
11,2039802
7,2039769
14,2043027
22,2009334
22,2009333
14,2043013
11,2039788
23,10876
7,12315
12,55161
14,52485
14,2043024
12,2094915
13,32146
12,2003800
13,46741
13,48102
12,2094920
20,48536
13,48103
12,55157
14,2043034
11,2048577
11,2039806
11,2039790
11,2039792
13,2039867
12,2039827
13,2039848
14,2043029
12,2048587
14,2043019
8,2051998
12,2094918
13,2045802
8,2052019
21,18364
15,2043037
14,2043005
14,2043008
14,2043009
14,30512
14,31322
18,32251
14,48632
11,53970
6,49938
12,52339
12,2094924
11,2039786
14,2043025
14,2094965
14,2094977
13,29838
23,29901
23,29902
14,33928
13,34330
13,34352
13,34359
18,51057
13,46748
13,46750
13,46752
13,46749
13,2094927
14,46754
13,55187
14,2043032
9,10440
13,2039853
13,2045794
13,2039865
20,2043039
13,2039861
13,2039869
11,2039782
12,2039836
11,2039783
15,2043038
14,2094951
18,12783
19,12796
14,2043028
1,29992
1,29991
1,29994
3,30012
13,2094929
14,2094950
7,30045
8,30048
4,51071
16,34976
21,35011
21,35012
14,46756
14,2094954
14,2094992
14,2045841
14,2094962
14,46757
13,55191
14,2043035
10,2043046
12,2039822
13,2048591
13,2094930
7,2079256
12,2039834
13,2039841
13,2039847
14,2043030
13,2045799
20,12801
14,2094973
14,2094993
17,12765
13,2045795
13,2048593
14,30096
14,30097
16,30137
19,30163
19,30253
22,30260
22,30261
22,30262
9,50481
13,2094933
13,2094934
13,51893
14,2043036
23,2043040
14,2043004
10,2043047
13,2039868
10,2043048
13,2048598
14,2094952
14,2094946
14,2094967
9,2008388
13,2039858
12,2039833
13,2048597
10,2043055
13,2048601
12,2010410
22,2004547
22,2005106
10,2005544
22,2007044
8,2007081
12,2003815
11,2008414
9,2037546
12,2003814
8,2038627
9,2012664
1,30271
15,53690
13,30465
13,30485
12,52352
7,2012245
9,2037550
9,2005888
7,2011011
19,2848
21,21370
12,2039839
13,2039854
13,2039864
9,2043043
10,2043050
13,11890
13,27520
14,17928
13,2094935
7,22262
11,16703
15,14724
12,6122
14,2039873
11,28077
14,2094945
20,12049
14,2053065
14,2053066
14,2094956
14,2094961
14,2094970
15,30590
20,12267
7,10551
14,23772
14,2039874
13,2045800
15,46772
15,46775
14,2094941
16,599
14,8533
17,12244
17,10738
7,2053161
7,2053167
7,2005646
14,2094953
14,2094960
14,2094976
14,2094986
14,2094996
14,2094997
13,31235
17,5028
12,12377
15,19915
15,13773
23,2247
10,4083
14,2094948
17,4321
14,2094942
14,2094989
14,2094963
19,19491
8,11160
19,17116
22,36495
12,10710
5,18562
14,30559
10,6732
14,2094991
14,2094974
6,2095028
13,32435
14,2094944
14,30568
11,8501
14,2039875
13,2045803
14,2094964
14,2094949
14,2094972
13,2048595
6,13841
20,3367
7,14291
3,16106
21,20943
14,2094968
14,2094978
0,2095011
6,2095016
16,6312
1,6554
14,9203
20,3666
10,33477
8,33892
14,2094980
19,42944
9,2043044
10,2043056
10,2043058
16,16508
16,9223
18,3008
10,2043052
6,2053086
14,2095005
14,2094995
15,10939
16,16408
21,23325
10,27803
14,2094981
12,12558
21,7249
13,1065
21,18140
14,16034
14,2095003
18,16201
17,34984
9,13205
12,52354
9,2005694
19,34427
15,34153
15,3608
23,2039876
10,2043049
13,34678
14,2094982
7,14294
8,18392
9,6680
11,8935
13,37166
1,1999
15,6782
14,2094984
0,2095012
6,2095021
6,2095038
15,7215
8,2052004
9,12124
14,8716
16,23420
0,3510
20,18539
4,28393
14,2094988
6,2095035
22,41677
6,2095041
0,2095008
7,2095056
15,34868
7,2053129
19,47766
15,30636
21,13665
21,13667
8,2052005
18,18452
7,2039903
10,2043057
13,2048596
10,6642
15,26267
14,2095007
7,2039907
16,24838
10,2043051
13,2045811
7,2039879
17,14486
7,2053173
11,25774
17,12232
7,12517
16,26070
1,20253
15,9916
20,16661
23,2039877
0,2095009
10,2043053
15,35885
6,2095030
13,2045813
13,2045806
13,2045807
10,3889
18,478
12,37142
15,1982
9,2000309
10,22281
19,14258
11,19704
9,624
9,12672
15,37052
6,2095027
6,2095018
9,18070
17,15910
8,21865
19,15372
7,2039878
7,2039882
6,2095015
6,2095044
6,2095025
12,52356
20,47772
22,47780
12,52355
6,2095017
16,12603
18,6286
6,2095033
6,2095037
18,22852
11,26873
8,17742
10,6700
6,2095020
6,2095034
10,10561
20,26944
8,12106
8,4552
6,2095042
9,21168
13,12570
8,23221
15,2179
6,2095026
19,8585
17,12767
6,2095045
19,2783
8,2052006
13,11889
17,13281
9,6298
9,2053202
6,2095031
22,21240
22,29342
21,5803
14,2036681
7,2039880
18,13113
9,29184
16,21
15,15044
12,570
6,2095036
11,10704
6,2095032
17,14751
7,20569
9,15145
16,25169
6,2095039
20,9513
17,28468
10,6058
13,21645
7,15004
18,30885
7,2053189
21,30921
6,2095043
16,30868
15,30860
20,30904
8,9300
18,26705
8,2153
15,43831
7,2039898
7,2039908
11,2043067
7,2095054
11,2043064
13,2045810
11,2043076
11,318
9,2047
21,7921
13,9462
11,2043073
11,2043066
23,15857
9,17745
9,13488
15,2000328
10,55591
12,26673
21,21369
12,8216
16,11677
7,2095057
10,7180
15,2073
21,2105
10,162
17,15569
7,12097
9,17753
8,11634
10,27804
9,2445
15,5460
13,2000325
13,2000326
16,2000329
7,2095068
7,2095097
7,2095092
8,2095111
8,2095120
10,12140
7,21605
7,2095061
7,2095058
10,2043059
7,37193
0,2685
12,4063
7,2095065
22,13815
3,20970
4,24383
14,1057
14,7073
7,2095091
8,2095099
8,2095105
8,2095115
7,2095069
13,9727
11,21628
18,8397
17,25794
11,2043260
13,12182
15,23531
7,2000342
7,2000339
7,2095059
7,2000344
7,2000336
8,2000345
7,2095075
7,2000341
6,23657
0,25329
9,2053206
12,2053223
12,2053264
7,2095095
8,2095102
19,12788
7,2095060
7,2095067
11,19876
8,20992
2,26636
10,9681
8,15006
7,2095070
4,4543
9,6728
12,2053226
12,2053271
12,2053273
8,2095113
7,2095083
8,2095114
10,23471
8,23222
7,19837
7,31196
13,2000359
7,2095062
13,2000362
7,2000365
7,2000368
13,2000357
7,2000363
9,13355
12,2053275
16,10460
14,18632
13,5512
18,27226
18,18129
13,11013
4,7608
15,9564
6,7266
13,2045814
11,2043065
11,2043069
0,31005
14,31338
7,2095071
10,55609
10,55617
12,52365
11,2043068
8,2052008
11,11009
11,17353
13,9327
9,20728
10,18490
12,2053282
13,2052403
7,2095093
15,20884
12,22707
20,26943
14,27952
7,2039896
16,22164
7,2095073
11,26826
7,2095080
18,11457
16,50732
1,29981
10,32558
7,2039886
11,2043070
7,2095085
8,2095119
7,2095087
13,4825
7,5818
11,2043071
22,22551
7,2095082
11,2043074
13,2045815
14,20632
12,24476
11,26131
7,2039887
2,23198
7,2095090
7,2039889
12,17205
8,2095106
11,2043093
13,2045818
11,2043096
10,52991
10,55615
13,53629
8,47917
7,2095088
11,2043097
17,12424
8,2095098
8,2095122
14,23770
21,4540
14,8973
7,14631
23,680
2,20557
20,22652
19,2464
15,28104
18,16915
8,2095134
22,19053
19,24610
7,24240
8,47923
13,2045808
18,4920
19,8744
12,19880
21,21833
19,27340
11,13863
8,18393
23,5874
17,6159
7,2095094
7,7059
7,2039888
18,15073
13,2045809
14,2053003
8,2095101
12,28081
16,21286
11,2043078
13,16397
9,18788
13,23749
18,6805
0,16777
13,4134
13,7143
12,28080
15,37597
14,37661
12,37821
14,12582
13,7446
11,2043079
8,2095107
14,5052
13,2051133
8,2095110
12,37266
7,22264
9,26658
9,4645
23,29096
15,3602
9,27400
16,29228
20,1218
8,2095108
8,2095112
3,28703
8,7415
7,42916
13,42792
22,6174
12,20738
4,5413
22,6808
14,5455
9,11252
13,9899
16,11916
0,23630
17,37218
20,11058
12,37110
10,23709
17,14106
11,17769
21,28018
15,2000539
9,2000509
18,2000567
8,2000575
9,2000507
8,2000570
9,2000508
9,2000511
18,2000557
8,2095117
8,2000574
8,2000571
8,2000576
8,2000579
8,2095162
8,20162
14,11662
23,12073
7,2039909
8,2095142
20,36294
11,2043082
12,30211
14,31761
8,2095131
14,31765
9,47927
14,55198
7,2039899
12,13506
8,17001
14,2051154
8,2095161
12,6965
12,7625
17,28819
8,2095155
11,2043083
13,2045819
15,12218
19,28528
8,2095176
8,7272
16,16735
8,1922
13,11017
8,2095132
8,2095167
18,9041
12,12378
13,3159
14,2051158
8,2095189
13,13866
14,2009061
14,31790
14,31778
14,31793
14,31796
11,2043091
8,2052015
14,2045848
8,20022
8,2095135
8,2095163
17,2032
11,6683
13,382
7,2039906
15,5343
16,11914
9,14196
15,15776
12,15174
13,2589
20,15843
13,2045821
13,2045820
14,31807
12,52378
14,31813
14,31811
13,2048605
7,2039900
14,2045825
7,19426
8,2095136
11,2051919
8,2095138
20,882
18,18661
12,6974
22,21591
10,15879
9,12131
7,37060
13,2048600
7,2039901
8,2095141
9,12535
15,15552
11,2043087
23,26715
14,2045822
11,2043084
18,37122
16,36438
13,17045
15,8537
23,28484
20,2213
11,2043095
12,52377
11,2043089
14,2045823
22,6392
10,12964
14,2053020
15,2051169
15,2053079
13,2003825
19,26098
7,239
8,2095144
20,6879
21,15270
17,23305
10,9878
21,28136
14,2045844
10,4652
8,6668
8,2095145
8,2095150
8,2095157
18,2240
7,2039904
13,29161
11,2043085
8,2095171
8,2095179
8,2095188
17,12606
14,2045824
8,2095158
13,2048606
14,2045846
8,2095147
14,2045840
12,52364
12,52381
14,2045853
19,13991
8,2095164
13,1704
2,24229
8,2052014
17,28312
13,18420
7,2039905
18,18660
13,2048607
11,2043086
14,2045826
8,36543
8,2095172
8,2095175
8,2095153
8,2095148
22,2871
1,24128
14,15679
11,2043090
23,28639
9,25765
13,2003827
14,2045827
13,2003821
9,2038528
8,2095182
8,2095149
11,54419
13,2003822
14,2045842
14,2045836
21,12937
16,474
12,52387
12,52388
10,2039922
8,2095174
18,2045868
10,2039932
8,2095185
8,2045915
18,20224
11,2039945
15,8114
14,37244
12,11011
19,11055
15,7354
12,8950
8,22117
11,19566
16,507
10,2039915
10,2039916
16,27213
16,2101
16,6411
8,2095190
8,9129
14,2045830
14,13246
18,36567
0,24126
15,15198
19,9506
10,2039919
13,2003826
7,50605
8,2095191
9,47931
10,2039913
6,2006055
10,2039920
10,2039926
10,2039929
10,27170
12,10198
10,2039934
13,10224
9,2095200
13,18829
15,6150
9,2095207
2,3525
9,2095192
21,5174
18,5575
16,2999
3,2695
19,25544
18,6454
6,2053102
15,2051197
9,2095206
9,2095219
9,2095223
15,17501
10,2039921
23,27365
9,2095193
12,28890
10,2039914
10,15018
10,52116
14,2009062
10,2039917
13,2048608
10,2039927
11,8942
9,2095202
9,2095204
13,10220
6,13343
12,13949
9,2095205
9,2095210
9,2095194
8,432
10,846
14,2043099
14,26148
10,2039924
9,2095234
6,4427
9,2095208
23,18730
9,625
10,2039936
20,37191
20,7044
15,29460
14,31865
14,2009063
12,51442
14,31877
14,2045831
13,2048609
10,2039935
14,21435
15,2051198
17,16900
16,5918
9,2095199
6,36498
16,2043100
7,18964
10,2039923
23,13329
22,21840
16,14461
13,9459
14,4068
8,18173
1,16676
7,2043103
10,2039937
10,2043112
10,2043119
21,25195
14,669
9,2095224
14,2045839
12,7070
9,17646
20,5061
1,6849
10,2039940
11,2043150
10,2043116
13,2048611
9,9151
9,2095229
9,2095235
11,2043160
11,2043167
12,2043193
18,9051
11,23909
8,7832
1,24905
12,18206
9,2095231
12,18210
13,2043204
10,2039941
18,25613
13,2043098
12,36564
1,17627
20,21913
13,2048612
10,2043123
10,2039942
22,9086
12,13508
13,6304
9,2095244
9,2095233
13,36253
9,2095236
17,18876
23,28485
8,28066
13,2048621
11,2043176
10,2095309
10,2095323
14,24995
13,1949
22,19381
17,17520
10,29186
11,9688
21,22544
12,52389
16,51457
11,2043156
9,2095239
12,2043180
11,2043172
12,2043190
13,2043209
18,18445
12,16850
13,2043210
8,2052022
12,2039948
10,16003
16,8551
19,558
9,2095242
9,2095250
11,17350
20,17412
12,20049
3,534
20,11595
6,844
16,15809
22,3396
21,29335
23,688
12,9450
18,6749
14,5908
8,13353
10,2095259
14,18104
13,27949
9,3716
15,3816
19,6322
9,2095241
9,2095248
9,2095251
10,2095255
10,2095276
12,2036650
11,52252
14,48134
17,18659
9,2095245
9,2095246
13,26398
21,457
21,2347
16,6230
8,2052024
17,2776
17,14109
18,4674
9,2095252
14,2039963
2,6851
10,2095268
10,2095278
10,2095320
10,2095324
9,2043108
14,2039949
8,12667
15,11909
15,16311
14,2039957
14,31868
14,2039971
14,2039961
14,2039972
14,2039965
14,2039967
14,2039974
9,2095247
8,17454
14,2039975
14,50251
10,2095269
10,2095254
10,2095256
10,2095271
10,2095307
10,2095310
10,2095313
10,2095321
9,21173
11,6702
14,2045850
14,2039950
15,10504
18,28974
3,28704
14,2039960
14,2039952
6,14623
18,20923
7,22900
14,2039953
23,2003837
9,2038530
15,31934
14,2039968
9,2095249
10,2095262
10,2095267
10,2095300
14,2039970
14,2039973
11,15648
14,7460
7,14924
5,21145
19,25986
14,16715
7,19835
14,29116
1,10791
10,2095266
9,2095253
21,2429
9,10443
9,17186
13,2117
8,2001081
7,2065641
10,2095287
10,2095315
10,4007
9,2043109
21,20127
10,2095263
11,10569
15,24045
19,12263
9,9149
10,2095289
13,36321
14,2039951
14,2039964
14,2039962
14,2045851
23,2003840
23,2003838
8,2001083
10,2095319
10,2095291
10,2095303
10,2095306
10,2095316
15,2039983
1,13334
10,2095280
10,2095281
22,20822
10,2095264
11,6942
6,21150
19,36368
14,2045854
14,2039956
14,9470
15,2040000
9,1700
10,2095282
20,24726
14,2039954
23,2003843
14,48136
23,2003842
15,54167
16,31964
23,2003841
14,48135
10,2095294
10,2095293
10,2095311
16,31960
14,2039955
14,2039959
14,2039966
21,22377
9,37050
10,8911
16,6022
8,23359
19,11693
16,21449
10,26130
11,6211
10,2095283
10,12543
14,501
14,2039958
18,9242
11,11169
13,27746
11,4599
17,15220
10,2043111
15,2039990
8,10139
13,27187
21,5945
6,6108
14,14076
10,2095265
7,20015
17,31974
15,2040009
1,23100
11,246
14,2039969
10,2043113
11,2043157
14,2045855
10,2095275
14,25013
2,23874
16,26410
18,14502
10,2095312
8,2052029
10,2095322
10,2095284
10,2095327
19,19778
8,28064
15,267
8,21506
11,2043166
15,2039985
19,12261
15,2040006
15,2039980
15,2039981
15,2039991
17,31980
15,2040003
15,2039996
15,2040007
11,22029
19,14776
6,26732
14,2039977
18,10947
15,19146
10,2043114
19,7915
15,2040005
12,27037
22,26620
21,28537
15,2039999
14,2039978
11,2043171
14,2045856
15,2039998
12,2043184
15,2040002
13,2048617
12,51546
15,2040001
15,2040008
15,31365
17,31989
12,19276
15,15200
10,2095292
10,2095296
11,13700
15,2039979
15,4797
11,2043169
10,2043117
15,2039982
11,410
10,2095286
20,18697
14,23038
8,407
15,6745
8,14815
2,6106
10,13216
7,9123
14,2166
15,10597
8,15136
14,275
13,2048619
14,48143
1,28678
5,28716
3,28708
11,13943
7,2053183
7,2053132
10,2095328
20,17118
11,2226
11,2043155
18,2045860
6,8186
10,2043128
11,28076
10,26759
22,1994
12,2043199
17,2040010
19,2040017
10,2043135
20,14549
12,2043185
18,2045874
23,2045892
22,2009068
23,2045897
8,2045908
13,2048615
10,2043141
10,2043132
7,2053134
19,24604
18,2045862
19,19348
18,2040011
19,2040012
7,9664
9,9137
11,2043175
18,36382
10,12963
11,9698
10,10697
6,16374
17,29083
11,2043151
11,6481
14,18630
11,2043154
17,16739
18,2045864
8,19538
18,2045869
18,2045878
11,2043170
18,2045876
18,2045885
18,2045880
23,2003853
23,2003854
17,26335
11,17765
8,2052031
10,2095332
12,21639
19,2040015
10,6918
6,12313
15,14440
12,3216
14,7002
10,2095333
10,2095331
11,2095343
11,2095355
11,2095377
15,31896
14,14081
13,8102
8,12320
12,2012435
12,4444
22,11845
10,27512
10,6682
3,28706
18,2045865
16,29400
23,29892
10,2095335
23,29893
23,29897
23,29905
23,29898
14,32793
10,2095336
12,32134
23,2003856
17,24704
8,259
13,11019
3,14912
7,2053135
16,24490
10,6859
15,37227
14,9466
1,17629
0,21734
9,7275
16,52571
23,2003859
23,29903
23,29904
23,29907
23,29908
23,29910
11,2095399
11,2095383
10,2095337
11,2095346
11,2095371
11,2095352
11,2095389
11,2095403
11,2095419
12,2095448
10,2095338
0,29916
0,29945
0,29951
11,2095353
0,29956
0,29957
23,2003858
12,32141
12,32142
22,9091
11,2043146
19,2040016
10,2095339
11,26315
17,2029
21,2639
20,3991
17,14960
5,21855
15,797
9,11536
11,2290
21,5177
11,2095369
15,19918
10,21518
0,29967
1,29986
1,29987
1,29989
0,32198
2,29997
2,29998
2,29999
2,30001
3,30006
3,30015
14,30577
23,15613
18,14765
21,20946
11,2095360
11,2095349
9,15146
6,16593
9,24152
0,2679
10,6523
8,1206
19,52694
6,30040
8,30049
8,30051
9,30053
9,30055
11,30066
18,52662
18,52663
11,32223
13,30219
19,2242
19,16342
6,19529
3,4964
10,2095341
10,2095342
11,2095350
18,21461
10,25225
11,26843
16,4610
21,29333
2,13673
11,30069
12,30075
13,30093
13,30094
14,30105
14,30107
19,51465
22,2009070
17,15816
13,8226
20,23080
14,16167
14,31869
12,2036652
12,19440
19,2040018
16,20895
17,7154
21,10421
18,7305
13,12388
12,10577
9,989
0,16963
14,12194
22,25418
17,30145
18,30153
18,30155
19,30164
20,30168
21,30173
1,30185
2,30189
11,30207
9,54335
8,10682
14,26261
16,14100
13,20055
12,26256
23,8672
12,17035
11,22776
10,5110
19,29329
19,13656
9,17886
13,21036
10,3426
19,30355
21,30361
13,30473
13,30462
13,30474
13,30481
13,30484
14,30527
14,30489
12,30451
9,36497
15,12594
16,6313
13,7141
12,21016
11,21875
9,23702
1,26532
15,1288
10,36545
15,22156
11,2095351
9,36462
9,19693
19,4577
21,30919
14,30567
19,32375
14,30584
11,2095361
8,33559
13,51500
22,2009073
12,2036653
11,756
11,2095354
11,2091
9,2442
22,16216
15,18644
19,13117
14,1269
11,2095364
11,2095375
12,2095443
23,3851
18,14493
14,11669
8,13192
11,23119
16,14444
0,29921
11,2095356
15,30598
15,30625
12,32402
15,30601
16,51519
10,23710
10,27409
7,17560
7,2005733
15,20637
14,25009
7,2053168
11,2095386
11,2095392
11,2095400
18,24596
17,13288
9,22027
14,4472
14,16498
21,82
8,9536
18,24077
13,11301
3,31022
11,2095394
16,30652
14,48155
0,32261
11,2095413
12,2095440
12,2095449
11,2095376
16,30653
16,30658
8,51535
10,51540
23,2003870
22,55269
20,25998
12,1829
9,21172
12,27946
15,12735
8,17182
14,2052975
7,2051201
11,2095395
11,2095380
11,2095388
11,2095409
11,2095407
11,2095420
18,16753
7,1914
3,26728
9,11162
17,27980
20,26425
11,27515
6,22994
13,18995
20,18699
11,2095387
11,2095417
17,30668
22,2009074
15,48192
13,36530
11,2095405
11,2095406
11,2095422
12,2095434
12,2095439
22,17137
11,2095398
13,10500
11,23523
10,35047
11,10573
21,30749
21,30748
16,51649
11,2043163
9,55291
6,24532
15,27060
11,2090171
14,2096
9,22119
14,23940
10,21322
4,6852
15,23138
21,9628
16,6451
23,1903
12,2095453
12,2747
16,21451
4,20146
11,2043161
22,30178
3,30771
14,31883
7,30794
7,30795
8,51666
6,30782
14,31882
11,51495
3,5181
19,14536
12,2095460
12,2095467
12,1793
9,12332
23,5954
20,1628
12,10924
13,36264
22,1836
12,885
20,21473
13,23747
8,5497
15,13397
12,2095458
12,2095462
12,2095464
13,2095492
21,5400
13,2095496
13,2095510
16,26078
21,16767
21,2789
9,12528
23,2003875
7,2012333
16,5574
18,49176
12,30833
9,30809
9,30816
14,30846
12,2095461
22,8169
12,2095459
12,2095471
12,2095474
13,2095504
13,2095511
13,2095490
13,2095494
13,2095513
1,49853
12,52390
13,2095481
7,800
14,8360
13,1429
19,17956
17,20648
13,7137
12,15433
19,22358
19,19035
14,2051165
14,2051138
23,20136
13,2048623
18,30890
19,30898
12,2095476
12,52393
17,30881
18,30892
12,52391
12,2095465
13,2095486
1,22246
18,2045872
19,2040025
11,15159
13,2095489
13,2095509
13,2095508
13,2095519
13,2095533
13,2095485
10,16695
10,23518
21,30929
20,30908
11,2043173
19,2040026
10,16818
7,6110
13,9193
12,2095477
13,2095500
13,2095520
13,2095532
13,2095537
11,29064
12,4373
19,11348
10,29063
8,4819
9,2730
13,2095502
0,3997
21,8590
7,4174
8,16121
12,27181
20,26001
8,6345
0,10782
19,1672
14,5901
12,2095470
13,2095498
13,2095521
13,2095535
13,2095550
13,2095553
13,2095556
11,28445
20,181
21,11842
14,27318
14,1137
21,4579
16,19930
22,30932
22,30934
22,30937
22,30938
14,31892
14,31893
10,22769
11,3170
21,20240
11,4340
12,2095473
12,2095472
13,2095495
5,2095574
6,23106
13,2095507
0,2095568
3,8600
15,18848
8,17332
14,23476
8,3042
16,5917
10,28181
22,30964
22,30942
22,30943
22,30944
22,30945
22,30946
12,52395
15,12731
21,25324
14,20629
14,7006
0,40100
15,14946
17,3729
1,10123
7,23677
10,12153
11,36280
10,15634
11,319
19,2040027
22,30950
22,30951
22,30952
22,30955
22,30958
22,30959
9,51805
22,30953
9,51806
13,52396
21,12934
13,2095518
15,17587
21,12284
18,2045873
16,18030
11,3171
17,13287
21,36341
17,14754
8,13485
2,18378
16,10610
19,21570
9,3072
8,5567
23,30980
22,30960
22,30962
22,30963
22,30967
20,47308
14,30588
12,55849
9,51811
12,43544
9,51809
10,366
8,2476
11,2322
9,2052033
13,15179
12,13368
13,15443
13,2048626
12,29313
11,17907
0,736
14,10835
6,28166
9,18395
22,20131
14,23037
13,2095487
18,3782
13,2095488
11,2043174
23,30976
23,30984
23,30985
23,30986
0,29948
0,30988
0,30994
7,14640
20,758
8,9998
20,11596
19,11127
0,24122
12,24399
6,5983
16,12015
14,2975
9,25148
22,26947
19,2040028
0,30995
0,31000
13,2095493
12,2043179
1,31010
3,31021
3,31023
15,28417
3,31024
4,31030
4,31031
13,2095512
5,31035
5,31038
20,32032
12,12700
12,2043182
14,2051139
15,2051168
13,2095522
13,2095525
16,25872
21,20945
17,36631
12,36419
19,2040029
20,2630
14,5306
10,10812
13,2095503
19,2040033
12,2043200
13,2095497
18,2045875
0,31003
1,29980
6,31040
6,31041
8,31047
13,33157
8,31046
12,18196
20,37262
13,2095523
20,8849
16,5139
16,23949
11,18407
20,37123
6,2714
13,14850
12,23916
19,8657
9,31057
13,2095499
10,31064
13,31090
14,31091
14,31095
14,31096
15,31100
16,31105
13,2095546
13,2095560
16,31103
16,31106
18,2045866
13,2095505
19,18682
20,13017
9,7273
12,18216
9,22999
13,2095516
15,4832
18,36506
9,12333
14,21041
14,2051148
14,2051150
14,2051153
13,2095530
13,2095524
13,2095543
12,16388
18,18670
11,12690
13,2095531
5,16231
16,26157
19,14543
11,4854
13,2095526
15,35144
6,2095575
13,2095534
13,2095540
13,2095545
13,2095555
13,2095551
23,2003880
16,31108
7,31193
22,31139
13,2095528
16,31111
14,1270
15,2764
9,8900
22,23445
20,4483
20,2095566
22,36444
14,11315
14,23402
19,19032
1,28937
18,12922
6,2095629
21,5871
13,31240
13,31244
13,31264
12,31223
13,31236
13,31245
13,31255
13,31265
9,51812
13,31256
13,2095529
13,31257
13,31262
13,31263
18,2045867
19,2040031
16,5144
21,3022
10,2053
14,36633
14,7008
10,27297
13,18094
17,35148
0,29917
12,10921
22,1050
12,2043187
13,31287
13,31292
13,31293
13,31260
13,31274
13,31282
13,31285
13,31294
13,31297
13,31280
13,31298
16,5922
20,25999
11,762
10,22586
18,2045877
13,2095539
13,2095536
20,14567
13,2095544
19,2040034
7,23463
16,18318
20,28983
15,24301
15,4506
17,7028
22,25483
14,31305
13,31278
14,31306
14,31314
14,31308
14,31310
13,2095542
14,2590
1,9980
13,2095547
8,19431
21,7584
8,7116
10,20597
9,4642
14,2051163
15,2051178
13,2095548
0,2095569
14,31347
14,31358
16,25388
0,2095570
11,26194
11,12693
9,49267
16,27442
4,1867
0,22396
13,2048627
22,4582
13,10243
12,2043188
14,31341
0,2095567
10,33511
12,48956
9,51821
14,31315
20,32038
14,31343
14,31346
11,29741
7,2040039
7,2040050
7,2040051
7,2040037
15,1510
13,11416
20,14555
14,26145
13,2095557
22,16444
17,3927
15,10724
18,24195
12,27938
21,24214
7,487
14,19900
10,29301
17,1767
21,26006
3,30009
14,31348
14,31350
19,47890
14,31355
20,32039
20,32041
13,2095558
6,6641
8,12856
15,18851
4,19218
11,17023
11,25515
0,28323
0,1696
12,17038
0,37195
10,19107
7,28061
14,2095562
12,23736
18,2045870
10,3551
15,2051183
13,49663
17,604
17,28914
3,30011
15,31369
15,31370
13,2095559
13,2095561
15,31377
22,17140
20,1115
21,7315
14,6137
18,15915
8,2086
18,6164
21,15931
17,8564
19,8741
18,3325
20,36433
4,7682
12,25153
23,5404
0,2095571
9,9672
13,13870
16,30134
19,30166
14,31784
16,31421
17,31432
12,2036656
16,31418
15,31382
15,31387
16,31406
16,31408
16,31417
17,31430
12,2043192
8,4332
11,2051725
11,18605
10,27736
17,3198
20,11697
12,18822
18,20111
5,8448
19,2170
10,29253
11,2051726
5,2095572
15,28098
21,25196
9,2052035
12,2043195
7,2040040
22,30936
23,30977
11,2009080
6,2095576
17,31449
9,51822
12,54003
17,31445
17,31441
22,32055
17,31443
20,1814
23,15856
1,6372
12,22032
20,36336
7,6112
6,2095593
14,13516
14,2004414
15,5521
17,11586
18,21996
6,2095582
12,2051779
6,2095577
6,2095599
7,2095648
7,2095662
7,2095658
7,2095655
7,2095656
7,2095667
13,11176
18,8739
6,2095636
17,30303
12,31224
19,31474
18,31460
6,2095616
19,31466
19,31479
6,2095620
20,31482
10,51825
